gene_id,total_count,samples_detected,samples_with_10_or_more
ENSG00000198746,5018,36,36
ENSG00000080839,5016,35,34
ENSG00000115226,5013,36,36
ENSG00000171861,5013,36,36
ENSG00000146038,5008,36,35
ENSG00000123096,5007,36,32
ENSG00000105676,5005,36,36
ENSG00000161980,5004,36,36
ENSG00000205045,5003,23,19
ENSG00000233493,5003,36,35
ENSG00000111537,4998,12,12
ENSG00000161912,4996,36,35
ENSG00000115257,4991,36,36
ENSG00000187790,4987,36,36
ENSG00000079257,4986,36,36
ENSG00000115290,4985,36,36
ENSG00000183655,4985,36,36
ENSG00000164136,4984,36,36
ENSG00000166484,4983,36,35
ENSG00000103274,4982,36,36
ENSG00000244161,4981,36,36
ENSG00000238273,4980,36,35
ENSG00000179041,4976,36,35
ENSG00000184182,4970,36,36
ENSG00000198937,4970,36,36
ENSG00000112167,4969,36,36
ENSG00000204147,4967,36,35
ENSG00000111845,4966,36,36
ENSG00000136783,4963,36,36
ENSG00000151617,4961,25,24
ENSG00000101276,4958,36,35
ENSG00000197903,4955,36,36
ENSG00000064652,4952,36,36
ENSG00000130270,4952,36,36
ENSG00000116132,4951,28,25
ENSG00000224631,4951,36,36
ENSG00000172478,4949,35,35
ENSG00000006695,4949,36,36
ENSG00000233476,4948,36,36
ENSG00000205609,4946,36,36
ENSG00000174021,4939,36,36
ENSG00000231160,4939,36,35
ENSG00000225484,4939,36,36
ENSG00000169371,4939,36,36
ENSG00000125611,4938,36,36
ENSG00000264175,4937,36,33
ENSG00000151366,4934,36,36
ENSG00000073861,4934,14,12
ENSG00000196372,4932,35,35
ENSG00000114251,4931,28,25
ENSG00000096654,4930,36,36
ENSG00000144815,4928,35,33
ENSG00000257365,4928,36,36
ENSG00000204410,4925,36,36
ENSG00000101447,4924,35,35
ENSG00000272405,4923,36,36
ENSG00000204253,4920,36,36
ENSG00000113734,4920,36,36
ENSG00000101464,4920,36,35
ENSG00000242299,4917,36,36
ENSG00000102078,4916,36,36
ENSG00000143126,4915,36,33
ENSG00000115137,4915,36,36
ENSG00000174977,4915,36,36
ENSG00000169239,4913,36,36
ENSG00000100532,4913,36,36
ENSG00000152147,4911,36,36
ENSG00000280385,4909,36,36
ENSG00000101955,4908,28,25
ENSG00000106952,4905,17,12
ENSG00000153721,4903,36,36
ENSG00000184319,4903,36,36
ENSG00000274487,4902,36,36
ENSG00000170425,4901,36,36
ENSG00000131351,4901,36,35
ENSG00000172465,4897,36,36
ENSG00000179981,4897,36,36
ENSG00000008300,4894,36,36
ENSG00000259429,4894,36,36
ENSG00000285967,4893,36,36
ENSG00000232098,4891,36,35
ENSG00000187715,4889,36,32
ENSG00000205890,4887,36,35
ENSG00000143554,4886,36,36
ENSG00000204128,4885,36,33
ENSG00000278662,4885,36,36
ENSG00000215424,4885,36,35
ENSG00000261505,4883,36,36
ENSG00000175701,4882,36,36
ENSG00000105136,4882,36,36
ENSG00000172059,4879,36,36
ENSG00000107130,4876,36,32
ENSG00000107731,4875,36,36
ENSG00000177380,4872,36,36
ENSG00000119227,4871,36,36
ENSG00000127220,4860,36,36
ENSG00000282826,4858,36,33
ENSG00000102805,4854,36,36
ENSG00000138964,4854,14,12
ENSG00000136933,4851,36,36
ENSG00000262246,4850,36,36
ENSG00000163531,4844,30,24
ENSG00000173085,4843,36,36
ENSG00000240583,4842,35,33
ENSG00000164691,4841,16,12
ENSG00000181315,4840,36,36
ENSG00000160323,4840,36,36
ENSG00000142396,4837,36,36
ENSG00000102543,4833,36,36
ENSG00000183048,4832,36,36
ENSG00000204381,4828,26,24
ENSG00000264577,4828,35,34
ENSG00000133619,4827,36,36
ENSG00000167081,4826,36,36
ENSG00000176945,4825,36,36
ENSG00000120519,4823,36,36
ENSG00000111077,4821,36,36
ENSG00000159713,4818,36,35
ENSG00000163600,4810,12,12
ENSG00000154359,4807,36,36
ENSG00000140092,4807,36,33
ENSG00000121542,4805,36,36
ENSG00000145416,4805,36,35
ENSG00000260822,4805,36,36
ENSG00000179523,4805,36,36
ENSG00000170088,4804,36,35
ENSG00000170365,4802,36,36
ENSG00000105767,4802,36,36
ENSG00000284691,4800,36,35
ENSG00000167549,4799,36,35
ENSG00000163463,4798,36,36
ENSG00000133019,4797,36,36
ENSG00000115998,4795,36,36
ENSG00000214106,4791,36,36
ENSG00000158050,4790,35,28
ENSG00000174456,4790,36,36
ENSG00000204611,4790,36,36
ENSG00000028277,4789,33,31
ENSG00000182858,4789,36,36
ENSG00000033011,4788,36,35
ENSG00000178562,4783,14,13
ENSG00000141576,4783,35,33
ENSG00000106330,4780,36,36
ENSG00000138617,4780,36,36
ENSG00000246263,4778,36,36
ENSG00000173621,4778,36,35
ENSG00000100246,4777,36,36
ENSG00000176092,4775,36,36
ENSG00000163637,4772,33,30
ENSG00000213782,4771,36,36
ENSG00000196417,4770,36,36
ENSG00000020256,4767,36,36
ENSG00000101082,4763,24,13
ENSG00000135622,4760,36,35
ENSG00000112186,4760,36,36
ENSG00000210195,4759,36,36
ENSG00000125962,4758,36,36
ENSG00000116017,4757,36,34
ENSG00000231365,4754,36,36
ENSG00000232442,4749,36,36
ENSG00000159055,4749,36,36
ENSG00000254815,4748,36,35
ENSG00000166289,4748,36,36
ENSG00000066379,4747,36,36
ENSG00000079335,4744,36,36
ENSG00000170100,4744,36,36
ENSG00000140280,4743,36,35
ENSG00000137203,4742,36,35
ENSG00000185347,4741,36,36
ENSG00000173210,4739,36,34
ENSG00000198816,4739,36,36
ENSG00000145945,4738,36,36
ENSG00000173465,4733,36,36
ENSG00000121964,4729,36,35
ENSG00000226067,4725,36,36
ENSG00000130768,4724,36,35
ENSG00000112561,4723,36,36
ENSG00000144199,4721,36,36
ENSG00000090061,4720,36,36
ENSG00000100784,4719,36,34
ENSG00000181404,4715,36,36
ENSG00000139291,4715,36,35
ENSG00000022976,4713,36,35
ENSG00000106133,4711,36,35
ENSG00000279059,4710,36,35
ENSG00000235173,4707,36,35
ENSG00000147408,4706,36,36
ENSG00000204397,4706,36,36
ENSG00000270170,4705,36,36
ENSG00000259673,4704,36,36
ENSG00000184588,4703,23,15
ENSG00000071282,4703,36,36
ENSG00000184831,4701,36,36
ENSG00000122696,4697,36,36
ENSG00000158555,4697,36,34
ENSG00000128694,4694,36,35
ENSG00000198429,4693,36,32
ENSG00000113721,4690,27,25
ENSG00000163607,4689,36,35
ENSG00000188818,4685,36,36
ENSG00000155099,4680,36,36
ENSG00000151090,4679,36,36
ENSG00000161999,4678,36,36
ENSG00000120162,4677,36,36
ENSG00000182359,4672,36,36
ENSG00000279207,4671,36,36
ENSG00000056998,4670,36,36
ENSG00000122483,4668,36,35
ENSG00000219201,4665,36,36
ENSG00000160783,4665,36,36
ENSG00000152464,4665,36,36
ENSG00000143498,4662,36,36
ENSG00000141696,4662,36,36
ENSG00000090674,4662,36,36
ENSG00000163975,4659,36,36
ENSG00000183722,4655,35,29
ENSG00000182247,4651,36,35
ENSG00000130475,4651,35,33
ENSG00000197062,4645,36,36
ENSG00000185420,4643,36,36
ENSG00000128581,4642,36,36
ENSG00000223773,4641,36,36
ENSG00000158716,4640,36,36
ENSG00000257151,4633,35,35
ENSG00000185950,4631,36,34
ENSG00000101695,4630,36,35
ENSG00000180346,4629,36,36
ENSG00000188191,4628,36,36
ENSG00000015285,4627,32,21
ENSG00000205138,4624,36,36
ENSG00000100084,4623,36,36
ENSG00000163803,4622,36,35
ENSG00000185085,4621,35,35
ENSG00000087301,4621,36,35
ENSG00000248092,4620,36,36
ENSG00000196517,4619,36,36
ENSG00000204528,4619,36,35
ENSG00000138463,4618,36,36
ENSG00000273079,4616,35,33
ENSG00000139719,4615,36,34
ENSG00000277072,4611,36,35
ENSG00000166173,4611,36,36
ENSG00000142046,4604,36,36
ENSG00000137078,4603,12,12
ENSG00000170085,4601,36,36
ENSG00000196584,4601,36,35
ENSG00000114395,4598,35,35
ENSG00000253797,4597,36,35
ENSG00000167748,4597,36,35
ENSG00000162419,4596,36,36
ENSG00000176476,4592,36,35
ENSG00000184500,4589,36,29
ENSG00000109911,4588,36,36
ENSG00000154914,4586,36,35
ENSG00000168890,4584,36,35
ENSG00000231584,4583,36,36
ENSG00000127957,4583,36,36
ENSG00000197619,4579,36,36
ENSG00000173163,4574,36,36
ENSG00000280734,4573,36,36
ENSG00000154920,4573,36,35
ENSG00000167525,4572,36,34
ENSG00000165244,4569,36,36
ENSG00000161551,4567,36,36
ENSG00000269343,4567,35,35
ENSG00000092208,4563,36,36
ENSG00000128849,4563,35,34
ENSG00000007341,4562,36,36
ENSG00000158122,4562,36,36
ENSG00000126882,4562,25,13
ENSG00000073536,4561,36,36
ENSG00000188283,4560,36,36
ENSG00000114790,4559,36,36
ENSG00000175854,4556,36,36
ENSG00000213462,4555,36,36
ENSG00000247092,4550,36,35
ENSG00000139117,4544,35,33
ENSG00000143320,4541,36,36
ENSG00000150433,4541,36,35
ENSG00000106066,4539,36,33
ENSG00000183196,4535,36,36
ENSG00000145414,4534,36,36
ENSG00000235106,4534,36,36
ENSG00000139354,4532,36,35
ENSG00000142686,4530,36,36
ENSG00000079150,4530,36,34
ENSG00000171612,4529,36,35
ENSG00000204282,4529,36,34
ENSG00000158169,4526,36,36
ENSG00000128872,4522,36,36
ENSG00000197020,4519,36,36
ENSG00000132763,4515,36,35
ENSG00000128692,4515,36,36
ENSG00000139734,4515,36,36
ENSG00000073711,4514,36,36
ENSG00000159433,4514,36,34
ENSG00000132825,4513,36,36
ENSG00000100601,4512,36,36
ENSG00000086159,4508,36,33
ENSG00000123427,4508,36,36
ENSG00000126460,4508,36,35
ENSG00000166979,4508,36,35
ENSG00000164967,4502,36,35
ENSG00000214456,4502,36,34
ENSG00000137877,4500,36,34
ENSG00000142528,4500,36,36
ENSG00000104081,4498,36,34
ENSG00000078687,4498,36,36
ENSG00000142794,4497,36,36
ENSG00000206077,4497,36,35
ENSG00000126947,4494,36,36
ENSG00000275832,4494,36,35
ENSG00000165572,4490,36,36
ENSG00000156398,4489,36,36
ENSG00000163032,4482,36,30
ENSG00000250462,4482,36,36
ENSG00000100599,4480,36,36
ENSG00000159714,4480,36,36
ENSG00000171368,4479,36,34
ENSG00000135637,4477,36,36
ENSG00000141570,4477,36,36
ENSG00000175772,4476,36,35
ENSG00000163528,4476,36,36
ENSG00000093009,4475,36,35
ENSG00000214029,4472,36,35
ENSG00000129680,4471,36,34
ENSG00000132623,4471,36,35
ENSG00000162739,4470,16,12
ENSG00000132434,4470,36,36
ENSG00000278133,4470,36,36
ENSG00000140682,4469,36,36
ENSG00000109576,4462,35,34
ENSG00000175193,4457,36,36
ENSG00000133250,4457,36,35
ENSG00000109066,4455,36,35
ENSG00000137764,4454,36,36
ENSG00000125246,4449,36,35
ENSG00000259834,4448,12,12
ENSG00000167397,4448,36,36
ENSG00000241852,4447,36,36
ENSG00000110060,4446,36,36
ENSG00000100150,4445,36,35
ENSG00000166451,4442,36,36
ENSG00000037749,4439,36,36
ENSG00000126903,4439,36,36
ENSG00000189057,4439,36,36
ENSG00000115828,4435,35,32
ENSG00000205544,4435,36,36
ENSG00000141873,4435,36,36
ENSG00000167578,4434,35,35
ENSG00000150764,4431,36,36
ENSG00000135392,4431,36,36
ENSG00000157895,4430,36,36
ENSG00000010539,4430,36,35
ENSG00000170379,4427,36,32
ENSG00000280077,4426,36,36
ENSG00000163322,4425,36,36
ENSG00000163564,4422,13,12
ENSG00000112210,4422,36,36
ENSG00000056277,4422,36,36
ENSG00000186073,4420,36,35
ENSG00000278864,4412,35,35
ENSG00000159753,4411,26,17
ENSG00000112290,4410,36,36
ENSG00000178764,4406,36,36
ENSG00000074590,4406,36,36
ENSG00000060558,4404,36,33
ENSG00000131931,4403,36,35
ENSG00000114026,4402,36,36
ENSG00000152413,4402,36,36
ENSG00000147883,4402,36,36
ENSG00000100379,4398,36,33
ENSG00000153814,4392,36,36
ENSG00000197841,4391,36,36
ENSG00000167604,4391,36,36
ENSG00000176971,4386,24,22
ENSG00000245680,4386,36,36
ENSG00000131503,4385,36,35
ENSG00000101888,4384,36,36
ENSG00000102678,4383,36,33
ENSG00000198182,4382,35,35
ENSG00000110987,4381,36,36
ENSG00000269737,4380,36,35
ENSG00000267858,4380,36,36
ENSG00000232934,4374,36,35
ENSG00000263002,4373,36,35
ENSG00000139405,4372,36,36
ENSG00000128567,4369,36,35
ENSG00000169247,4368,36,32
ENSG00000184602,4366,36,36
ENSG00000122863,4365,36,34
ENSG00000170191,4365,36,36
ENSG00000274750,4363,36,36
ENSG00000145331,4362,36,36
ENSG00000285979,4359,36,35
ENSG00000173214,4356,36,35
ENSG00000123411,4356,36,35
ENSG00000139508,4356,36,35
ENSG00000166189,4355,36,35
ENSG00000072840,4354,36,36
ENSG00000260257,4354,36,36
ENSG00000172006,4354,36,35
ENSG00000180787,4351,36,35
ENSG00000185862,4351,21,15
ENSG00000185019,4350,36,35
ENSG00000025039,4349,36,35
ENSG00000165501,4349,36,35
ENSG00000260563,4349,36,36
ENSG00000105865,4347,36,36
ENSG00000184845,4346,34,30
ENSG00000127564,4345,36,36
ENSG00000135426,4343,12,12
ENSG00000204311,4341,36,35
ENSG00000133739,4340,36,36
ENSG00000129480,4339,36,35
ENSG00000166002,4338,36,36
ENSG00000160404,4336,36,36
ENSG00000162572,4334,36,36
ENSG00000108641,4334,36,36
ENSG00000206538,4332,25,24
ENSG00000266903,4327,36,34
ENSG00000171103,4325,36,36
ENSG00000118162,4325,36,36
ENSG00000164850,4324,36,35
ENSG00000143156,4320,36,36
ENSG00000116678,4317,36,36
ENSG00000102967,4316,36,36
ENSG00000217930,4315,36,36
ENSG00000228794,4312,36,36
ENSG00000187187,4312,36,36
ENSG00000278970,4310,36,36
ENSG00000148143,4308,36,35
ENSG00000106268,4307,36,36
ENSG00000183597,4305,36,36
ENSG00000161791,4304,36,36
ENSG00000110063,4302,36,36
ENSG00000184967,4302,36,36
ENSG00000165113,4293,36,36
ENSG00000198496,4293,36,36
ENSG00000171044,4292,36,35
ENSG00000152782,4292,36,36
ENSG00000166839,4289,36,36
ENSG00000142556,4289,36,35
ENSG00000205593,4285,36,36
ENSG00000116874,4283,36,36
ENSG00000168612,4282,36,35
ENSG00000166860,4278,36,34
ENSG00000104691,4276,36,36
ENSG00000103227,4276,36,36
ENSG00000169896,4275,24,17
ENSG00000204856,4274,36,35
ENSG00000173200,4273,26,13
ENSG00000179476,4273,36,36
ENSG00000273142,4272,36,36
ENSG00000260852,4271,36,36
ENSG00000182310,4271,36,36
ENSG00000118308,4267,32,29
ENSG00000103528,4266,36,35
ENSG00000164087,4265,36,36
ENSG00000152455,4264,36,36
ENSG00000196204,4263,36,36
ENSG00000271533,4262,36,35
ENSG00000169902,4261,36,36
ENSG00000174132,4258,36,36
ENSG00000126603,4258,36,36
ENSG00000119599,4256,36,36
ENSG00000174446,4256,36,36
ENSG00000159423,4254,36,35
ENSG00000131845,4254,36,36
ENSG00000167920,4253,36,36
ENSG00000196083,4252,36,36
ENSG00000120915,4251,36,36
ENSG00000164483,4250,17,12
ENSG00000147100,4250,36,36
ENSG00000162066,4250,36,36
ENSG00000260966,4249,36,35
ENSG00000163599,4247,13,12
ENSG00000164684,4247,36,34
ENSG00000211445,4246,36,36
ENSG00000158163,4245,36,36
ENSG00000128891,4244,36,36
ENSG00000254901,4244,36,36
ENSG00000151876,4241,36,36
ENSG00000158156,4239,36,36
ENSG00000167972,4238,36,35
ENSG00000126106,4234,36,36
ENSG00000196605,4234,36,36
ENSG00000225489,4233,35,35
ENSG00000163661,4230,23,19
ENSG00000110104,4229,36,35
ENSG00000124104,4226,36,36
ENSG00000049192,4223,36,35
ENSG00000197162,4223,36,36
ENSG00000161888,4223,36,36
ENSG00000119574,4217,36,35
ENSG00000203965,4216,36,35
ENSG00000187094,4216,36,31
ENSG00000109680,4216,36,36
ENSG00000197296,4215,35,35
ENSG00000100767,4213,36,36
ENSG00000213799,4211,36,36
ENSG00000198551,4209,36,36
ENSG00000204954,4208,36,36
ENSG00000241127,4204,36,36
ENSG00000168497,4203,36,32
ENSG00000132423,4203,36,36
ENSG00000120696,4199,36,35
ENSG00000171621,4198,36,36
ENSG00000134317,4198,36,36
ENSG00000100665,4197,36,36
ENSG00000128203,4197,36,36
ENSG00000171444,4195,36,35
ENSG00000166046,4195,36,36
ENSG00000133466,4195,35,35
ENSG00000183960,4192,36,35
ENSG00000187583,4190,36,35
ENSG00000158125,4190,36,32
ENSG00000167447,4190,36,36
ENSG00000205643,4190,36,36
ENSG00000005187,4188,36,35
ENSG00000156374,4185,36,36
ENSG00000103254,4185,36,36
ENSG00000140691,4185,36,35
ENSG00000111817,4184,36,35
ENSG00000105617,4183,36,36
ENSG00000067445,4181,30,24
ENSG00000165312,4181,36,36
ENSG00000168301,4180,36,36
ENSG00000148426,4172,36,36
ENSG00000135913,4169,36,36
ENSG00000269335,4169,36,35
ENSG00000144935,4168,36,34
ENSG00000138101,4167,36,36
ENSG00000198643,4165,36,35
ENSG00000172889,4164,36,35
ENSG00000159208,4162,36,36
ENSG00000085185,4162,36,36
ENSG00000275074,4162,36,36
ENSG00000247774,4162,14,12
ENSG00000087303,4161,36,30
ENSG00000229809,4161,36,36
ENSG00000106305,4160,36,36
ENSG00000213190,4158,36,35
ENSG00000236144,4158,36,34
ENSG00000151882,4154,36,35
ENSG00000155629,4154,36,35
ENSG00000243679,4148,36,36
ENSG00000134245,4146,36,36
ENSG00000164758,4143,36,36
ENSG00000065600,4142,36,36
ENSG00000158691,4140,36,36
ENSG00000206562,4137,36,36
ENSG00000070759,4135,36,35
ENSG00000134504,4134,36,36
ENSG00000145996,4133,36,36
ENSG00000180190,4133,36,35
ENSG00000203760,4129,36,36
ENSG00000255545,4128,33,24
ENSG00000164011,4126,36,36
ENSG00000171132,4125,36,36
ENSG00000162927,4120,36,36
ENSG00000145736,4119,36,36
ENSG00000163138,4118,36,36
ENSG00000114638,4115,36,33
ENSG00000110080,4115,36,34
ENSG00000164430,4114,36,36
ENSG00000142065,4114,36,35
ENSG00000143476,4112,36,33
ENSG00000198488,4111,36,32
ENSG00000145687,4109,36,36
ENSG00000179029,4109,36,36
ENSG00000094841,4108,36,35
ENSG00000146592,4106,36,35
ENSG00000165630,4106,36,36
ENSG00000129467,4105,36,36
ENSG00000073111,4104,36,35
ENSG00000160602,4102,36,35
ENSG00000132688,4101,33,28
ENSG00000223960,4100,36,36
ENSG00000179611,4100,36,36
ENSG00000183458,4099,36,35
ENSG00000232472,4095,36,36
ENSG00000196152,4092,36,36
ENSG00000134899,4091,36,36
ENSG00000120784,4090,36,35
ENSG00000260231,4088,36,36
ENSG00000214274,4086,36,36
ENSG00000138092,4084,36,36
ENSG00000064763,4080,36,36
ENSG00000204959,4075,36,35
ENSG00000169379,4074,36,36
ENSG00000143147,4071,36,35
ENSG00000232803,4070,36,35
ENSG00000177932,4068,36,35
ENSG00000147180,4065,36,36
ENSG00000183814,4063,36,36
ENSG00000116525,4061,36,35
ENSG00000170293,4060,36,36
ENSG00000143630,4059,36,35
ENSG00000169403,4057,36,34
ENSG00000162073,4057,36,35
ENSG00000156804,4056,36,35
ENSG00000143067,4054,36,36
ENSG00000176148,4051,36,35
ENSG00000170270,4046,36,36
ENSG00000160179,4045,36,33
ENSG00000167562,4044,36,36
ENSG00000196810,4042,36,35
ENSG00000065675,4042,26,14
ENSG00000213326,4039,36,36
ENSG00000100319,4039,36,36
ENSG00000164124,4038,36,36
ENSG00000261801,4036,36,36
ENSG00000100628,4034,13,12
ENSG00000165124,4028,26,23
ENSG00000146858,4023,36,36
ENSG00000099840,4021,36,35
ENSG00000067113,4019,36,36
ENSG00000262919,4019,35,35
ENSG00000188677,4016,36,36
ENSG00000254996,4015,36,35
ENSG00000135740,4014,36,36
ENSG00000125821,4012,36,36
ENSG00000106477,4011,36,35
ENSG00000268030,4008,36,36
ENSG00000135472,4007,35,34
ENSG00000231721,4006,36,36
ENSG00000137474,4005,36,36
ENSG00000184857,4004,36,35
ENSG00000155893,4001,36,35
ENSG00000148291,4001,36,36
ENSG00000011105,3998,36,36
ENSG00000160360,3996,36,36
ENSG00000101000,3996,36,36
ENSG00000116668,3995,36,36
ENSG00000119714,3995,36,33
ENSG00000135605,3993,36,35
ENSG00000175213,3992,36,36
ENSG00000100104,3992,36,36
ENSG00000133710,3991,36,35
ENSG00000100916,3991,36,36
ENSG00000162825,3990,36,36
ENSG00000183155,3990,36,36
ENSG00000165269,3990,36,35
ENSG00000205763,3988,36,36
ENSG00000071246,3988,36,36
ENSG00000185220,3986,35,35
ENSG00000141026,3986,36,36
ENSG00000189042,3985,36,36
ENSG00000160188,3985,36,35
ENSG00000164885,3979,36,36
ENSG00000174353,3976,36,36
ENSG00000256294,3975,36,35
ENSG00000225492,3974,21,17
ENSG00000171823,3974,36,36
ENSG00000146350,3972,36,36
ENSG00000213865,3972,36,35
ENSG00000110328,3969,36,35
ENSG00000197905,3969,36,36
ENSG00000196440,3965,36,36
ENSG00000260807,3964,36,35
ENSG00000113790,3960,36,36
ENSG00000161847,3958,36,36
ENSG00000158792,3954,36,36
ENSG00000133216,3952,35,31
ENSG00000146143,3951,36,36
ENSG00000148200,3949,36,35
ENSG00000165752,3948,36,35
ENSG00000131061,3946,36,36
ENSG00000113966,3944,35,35
ENSG00000137404,3942,36,36
ENSG00000135919,3940,31,24
ENSG00000132334,3938,35,32
ENSG00000167625,3931,36,35
ENSG00000185798,3926,36,35
ENSG00000153363,3925,36,36
ENSG00000243477,3925,36,36
ENSG00000258634,3923,36,35
ENSG00000239883,3919,36,36
ENSG00000168778,3918,36,36
ENSG00000152193,3918,36,36
ENSG00000102854,3916,36,35
ENSG00000136859,3915,34,26
ENSG00000084444,3912,36,36
ENSG00000196689,3911,36,36
ENSG00000163611,3910,36,35
ENSG00000165121,3910,36,36
ENSG00000198720,3909,36,36
ENSG00000234912,3909,36,36
ENSG00000172409,3908,36,35
ENSG00000169169,3908,35,35
ENSG00000162650,3902,36,36
ENSG00000137878,3900,36,35
ENSG00000236871,3899,36,34
ENSG00000284946,3899,36,36
ENSG00000172687,3898,36,36
ENSG00000256667,3897,36,35
ENSG00000103494,3897,36,36
ENSG00000112902,3896,32,28
ENSG00000180758,3895,36,36
ENSG00000170456,3895,36,36
ENSG00000163923,3893,36,35
ENSG00000169372,3893,36,35
ENSG00000152804,3892,36,36
ENSG00000153558,3889,36,36
ENSG00000259494,3889,36,36
ENSG00000273018,3887,31,29
ENSG00000246922,3885,35,35
ENSG00000164125,3882,35,30
ENSG00000173950,3879,36,36
ENSG00000254837,3872,36,36
ENSG00000178947,3871,36,36
ENSG00000054598,3870,36,36
ENSG00000156042,3866,36,35
ENSG00000140057,3865,36,34
ENSG00000033050,3864,36,34
ENSG00000120647,3864,36,36
ENSG00000104324,3861,34,25
ENSG00000120318,3860,35,35
ENSG00000225973,3860,36,36
ENSG00000132661,3860,36,36
ENSG00000114450,3859,36,34
ENSG00000204261,3856,36,35
ENSG00000149922,3855,36,36
ENSG00000204922,3854,36,36
ENSG00000263325,3854,35,34
ENSG00000147124,3853,36,34
ENSG00000155085,3852,36,35
ENSG00000165714,3852,36,35
ENSG00000256053,3850,36,36
ENSG00000273340,3848,36,35
ENSG00000140284,3847,35,34
ENSG00000270127,3845,35,33
ENSG00000203772,3843,35,33
ENSG00000164045,3838,36,35
ENSG00000116127,3837,36,36
ENSG00000198774,3836,36,35
ENSG00000229833,3835,36,35
ENSG00000089723,3833,36,36
ENSG00000104998,3832,36,32
ENSG00000165886,3831,36,36
ENSG00000227640,3831,36,33
ENSG00000105173,3831,36,36
ENSG00000165480,3829,36,35
ENSG00000163155,3828,36,36
ENSG00000139865,3827,35,32
ENSG00000111224,3826,36,36
ENSG00000128268,3824,36,35
ENSG00000235859,3822,36,36
ENSG00000275216,3821,35,29
ENSG00000158882,3820,36,36
ENSG00000276023,3820,36,36
ENSG00000226479,3819,36,35
ENSG00000148459,3819,36,35
ENSG00000233355,3815,27,16
ENSG00000234518,3813,36,35
ENSG00000104205,3813,36,36
ENSG00000243364,3808,36,36
ENSG00000166897,3804,35,32
ENSG00000259820,3800,36,35
ENSG00000128394,3800,36,35
ENSG00000165071,3799,16,12
ENSG00000185070,3797,25,24
ENSG00000141293,3795,16,13
ENSG00000167985,3794,36,36
ENSG00000172123,3794,36,35
ENSG00000162543,3793,34,32
ENSG00000049167,3793,36,36
ENSG00000160193,3790,36,34
ENSG00000182134,3789,36,36
ENSG00000213214,3787,36,36
ENSG00000173727,3785,36,35
ENSG00000184220,3782,36,35
ENSG00000160050,3779,36,36
ENSG00000133687,3778,28,23
ENSG00000161692,3778,36,36
ENSG00000066294,3777,15,12
ENSG00000169507,3775,36,36
ENSG00000140022,3775,36,36
ENSG00000160185,3774,27,20
ENSG00000182141,3773,36,34
ENSG00000197763,3772,36,36
ENSG00000175595,3772,36,35
ENSG00000162300,3768,36,36
ENSG00000204876,3762,35,35
ENSG00000257704,3761,36,36
ENSG00000196453,3760,36,35
ENSG00000274180,3760,36,36
ENSG00000174327,3755,36,36
ENSG00000135424,3753,36,36
ENSG00000272994,3747,36,36
ENSG00000255031,3747,36,34
ENSG00000167208,3746,12,12
ENSG00000245556,3745,36,36
ENSG00000091732,3745,36,36
ENSG00000102886,3743,36,36
ENSG00000128805,3741,32,28
ENSG00000174206,3741,36,36
ENSG00000124374,3737,36,36
ENSG00000203780,3737,36,36
ENSG00000196151,3735,36,36
ENSG00000245060,3734,36,35
ENSG00000130347,3733,36,36
ENSG00000272068,3732,36,36
ENSG00000138172,3731,36,31
ENSG00000135439,3730,25,15
ENSG00000124243,3730,36,36
ENSG00000134716,3728,36,34
ENSG00000115607,3725,19,13
ENSG00000179862,3723,36,35
ENSG00000186529,3722,36,35
ENSG00000249007,3721,35,34
ENSG00000178409,3721,36,35
ENSG00000205403,3720,34,30
ENSG00000145723,3718,36,36
ENSG00000183826,3718,36,36
ENSG00000219200,3716,36,36
ENSG00000163462,3714,36,35
ENSG00000221988,3714,36,35
ENSG00000272341,3713,36,36
ENSG00000100321,3712,36,35
ENSG00000224081,3708,36,36
ENSG00000198018,3708,36,36
ENSG00000099203,3707,36,36
ENSG00000165591,3705,36,35
ENSG00000197363,3705,36,36
ENSG00000279312,3704,36,34
ENSG00000047579,3703,36,35
ENSG00000188997,3702,36,36
ENSG00000172215,3701,26,17
ENSG00000133627,3701,36,36
ENSG00000002726,3700,36,35
ENSG00000168116,3699,36,34
ENSG00000224597,3699,36,36
ENSG00000147041,3693,35,33
ENSG00000266469,3690,36,36
ENSG00000183665,3689,36,34
ENSG00000187630,3689,36,36
ENSG00000280071,3689,36,36
ENSG00000106246,3688,36,35
ENSG00000013563,3688,36,36
ENSG00000185842,3687,36,35
ENSG00000184304,3687,27,25
ENSG00000279095,3684,36,36
ENSG00000075945,3683,36,33
ENSG00000152582,3682,35,33
ENSG00000173638,3681,36,36
ENSG00000173166,3678,36,36
ENSG00000067221,3674,36,35
ENSG00000180035,3673,36,35
ENSG00000177337,3673,36,36
ENSG00000225313,3666,36,36
ENSG00000115255,3666,36,33
ENSG00000100162,3666,36,36
ENSG00000102524,3665,34,28
ENSG00000115163,3664,36,35
ENSG00000153898,3661,22,16
ENSG00000189283,3660,35,34
ENSG00000074211,3659,33,26
ENSG00000137804,3659,36,36
ENSG00000196812,3658,36,36
ENSG00000237523,3654,36,36
ENSG00000181444,3653,36,36
ENSG00000244627,3651,36,35
ENSG00000039139,3650,36,36
ENSG00000121716,3650,36,35
ENSG00000137825,3650,36,36
ENSG00000130224,3645,26,24
ENSG00000171045,3645,36,35
ENSG00000166435,3644,36,36
ENSG00000239887,3640,36,36
ENSG00000227051,3639,36,32
ENSG00000148344,3638,36,32
